id,date,country,store,product,num_sold
178848,11/06/2015,Finland,Discount Stickers,Kerneler,232
178849,11/06/2015,Finland,Discount Stickers,Kerneler Dark Mode,343
178850,11/06/2015,Finland,Stickers for Less,Holographic Goose,152
178851,11/06/2015,Finland,Stickers for Less,Kaggle,1211
178852,11/06/2015,Finland,Stickers for Less,Kaggle Tiers,1034
178853,11/06/2015,Finland,Stickers for Less,Kerneler,533
178854,11/06/2015,Finland,Stickers for Less,Kerneler Dark Mode,735
178855,11/06/2015,Finland,Premium Sticker Mart,Holographic Goose,176
178856,11/06/2015,Finland,Premium Sticker Mart,Kaggle,1651
178857,11/06/2015,Finland,Premium Sticker Mart,Kaggle Tiers,1148
178858,11/06/2015,Finland,Premium Sticker Mart,Kerneler,578
178859,11/06/2015,Finland,Premium Sticker Mart,Kerneler Dark Mode,791
178860,11/06/2015,Italy,Discount Stickers,Holographic Goose,53
178861,11/06/2015,Italy,Discount Stickers,Kaggle,428
178862,11/06/2015,Italy,Discount Stickers,Kaggle Tiers,322
178863,11/06/2015,Italy,Discount Stickers,Kerneler,200
178864,11/06/2015,Italy,Discount Stickers,Kerneler Dark Mode,240
178865,11/06/2015,Italy,Stickers for Less,Holographic Goose,113
178866,11/06/2015,Italy,Stickers for Less,Kaggle,889
178867,11/06/2015,Italy,Stickers for Less,Kaggle Tiers,689
178868,11/06/2015,Italy,Stickers for Less,Kerneler,372
178869,11/06/2015,Italy,Stickers for Less,Kerneler Dark Mode,447
178870,11/06/2015,Italy,Premium Sticker Mart,Holographic Goose,111
178871,11/06/2015,Italy,Premium Sticker Mart,Kaggle,1012
178872,11/06/2015,Italy,Premium Sticker Mart,Kaggle Tiers,914
178873,11/06/2015,Italy,Premium Sticker Mart,Kerneler,454
178874,11/06/2015,Italy,Premium Sticker Mart,Kerneler Dark Mode,618
178875,11/06/2015,Kenya,Discount Stickers,Holographic Goose,
178876,11/06/2015,Kenya,Discount Stickers,Kaggle,19
178877,11/06/2015,Kenya,Discount Stickers,Kaggle Tiers,15
178878,11/06/2015,Kenya,Discount Stickers,Kerneler,7
178879,11/06/2015,Kenya,Discount Stickers,Kerneler Dark Mode,10
178880,11/06/2015,Kenya,Stickers for Less,Holographic Goose,
178881,11/06/2015,Kenya,Stickers for Less,Kaggle,38
178882,11/06/2015,Kenya,Stickers for Less,Kaggle Tiers,30
178883,11/06/2015,Kenya,Stickers for Less,Kerneler,15
178884,11/06/2015,Kenya,Stickers for Less,Kerneler Dark Mode,21
178885,11/06/2015,Kenya,Premium Sticker Mart,Holographic Goose,5
178886,11/06/2015,Kenya,Premium Sticker Mart,Kaggle,50
178887,11/06/2015,Kenya,Premium Sticker Mart,Kaggle Tiers,37
178888,11/06/2015,Kenya,Premium Sticker Mart,Kerneler,21
178889,11/06/2015,Kenya,Premium Sticker Mart,Kerneler Dark Mode,24
178890,11/06/2015,Norway,Discount Stickers,Holographic Goose,131
178891,11/06/2015,Norway,Discount Stickers,Kaggle,1092
178892,11/06/2015,Norway,Discount Stickers,Kaggle Tiers,906
178893,11/06/2015,Norway,Discount Stickers,Kerneler,478
178894,11/06/2015,Norway,Discount Stickers,Kerneler Dark Mode,600
178895,11/06/2015,Norway,Stickers for Less,Holographic Goose,238
178896,11/06/2015,Norway,Stickers for Less,Kaggle,2163
178897,11/06/2015,Norway,Stickers for Less,Kaggle Tiers,1827
178898,11/06/2015,Norway,Stickers for Less,Kerneler,928
178899,11/06/2015,Norway,Stickers for Less,Kerneler Dark Mode,1327
178900,11/06/2015,Norway,Premium Sticker Mart,Holographic Goose,349
178901,11/06/2015,Norway,Premium Sticker Mart,Kaggle,2888
178902,11/06/2015,Norway,Premium Sticker Mart,Kaggle Tiers,2054
178903,11/06/2015,Norway,Premium Sticker Mart,Kerneler,1014
178904,11/06/2015,Norway,Premium Sticker Mart,Kerneler Dark Mode,1456
178905,11/06/2015,Singapore,Discount Stickers,Holographic Goose,95
178906,11/06/2015,Singapore,Discount Stickers,Kaggle,834
178907,11/06/2015,Singapore,Discount Stickers,Kaggle Tiers,670
178908,11/06/2015,Singapore,Discount Stickers,Kerneler,330
178909,11/06/2015,Singapore,Discount Stickers,Kerneler Dark Mode,441
178910,11/06/2015,Singapore,Stickers for Less,Holographic Goose,193
178911,11/06/2015,Singapore,Stickers for Less,Kaggle,1595
178912,11/06/2015,Singapore,Stickers for Less,Kaggle Tiers,1230
178913,11/06/2015,Singapore,Stickers for Less,Kerneler,746
178914,11/06/2015,Singapore,Stickers for Less,Kerneler Dark Mode,940
178915,11/06/2015,Singapore,Premium Sticker Mart,Holographic Goose,230
178916,11/06/2015,Singapore,Premium Sticker Mart,Kaggle,1810
178917,11/06/2015,Singapore,Premium Sticker Mart,Kaggle Tiers,1561
178918,11/06/2015,Singapore,Premium Sticker Mart,Kerneler,761
178919,11/06/2015,Singapore,Premium Sticker Mart,Kerneler Dark Mode,1102
178920,12/06/2015,Canada,Discount Stickers,Holographic Goose,
178921,12/06/2015,Canada,Discount Stickers,Kaggle,695
178922,12/06/2015,Canada,Discount Stickers,Kaggle Tiers,489
178923,12/06/2015,Canada,Discount Stickers,Kerneler,284
178924,12/06/2015,Canada,Discount Stickers,Kerneler Dark Mode,364
178925,12/06/2015,Canada,Stickers for Less,Holographic Goose,
178926,12/06/2015,Canada,Stickers for Less,Kaggle,1552
178927,12/06/2015,Canada,Stickers for Less,Kaggle Tiers,1163
178928,12/06/2015,Canada,Stickers for Less,Kerneler,515
178929,12/06/2015,Canada,Stickers for Less,Kerneler Dark Mode,734
178930,12/06/2015,Canada,Premium Sticker Mart,Holographic Goose,
178931,12/06/2015,Canada,Premium Sticker Mart,Kaggle,1654
178932,12/06/2015,Canada,Premium Sticker Mart,Kaggle Tiers,1345
178933,12/06/2015,Canada,Premium Sticker Mart,Kerneler,695
178934,12/06/2015,Canada,Premium Sticker Mart,Kerneler Dark Mode,867
178935,12/06/2015,Finland,Discount Stickers,Holographic Goose,73
178936,12/06/2015,Finland,Discount Stickers,Kaggle,657
178937,12/06/2015,Finland,Discount Stickers,Kaggle Tiers,558
178938,12/06/2015,Finland,Discount Stickers,Kerneler,271
178939,12/06/2015,Finland,Discount Stickers,Kerneler Dark Mode,352
178940,12/06/2015,Finland,Stickers for Less,Holographic Goose,156
178941,12/06/2015,Finland,Stickers for Less,Kaggle,1398
178942,12/06/2015,Finland,Stickers for Less,Kaggle Tiers,1097
178943,12/06/2015,Finland,Stickers for Less,Kerneler,523
178944,12/06/2015,Finland,Stickers for Less,Kerneler Dark Mode,774
178945,12/06/2015,Finland,Premium Sticker Mart,Holographic Goose,178
178946,12/06/2015,Finland,Premium Sticker Mart,Kaggle,1624
178947,12/06/2015,Finland,Premium Sticker Mart,Kaggle Tiers,1228
178948,12/06/2015,Finland,Premium Sticker Mart,Kerneler,702
178949,12/06/2015,Finland,Premium Sticker Mart,Kerneler Dark Mode,843
178950,12/06/2015,Italy,Discount Stickers,Holographic Goose,55
178951,12/06/2015,Italy,Discount Stickers,Kaggle,492
178952,12/06/2015,Italy,Discount Stickers,Kaggle Tiers,363
178953,12/06/2015,Italy,Discount Stickers,Kerneler,196
178954,12/06/2015,Italy,Discount Stickers,Kerneler Dark Mode,260
178955,12/06/2015,Italy,Stickers for Less,Holographic Goose,107
178956,12/06/2015,Italy,Stickers for Less,Kaggle,955
178957,12/06/2015,Italy,Stickers for Less,Kaggle Tiers,775
178958,12/06/2015,Italy,Stickers for Less,Kerneler,353
178959,12/06/2015,Italy,Stickers for Less,Kerneler Dark Mode,490
178960,12/06/2015,Italy,Premium Sticker Mart,Holographic Goose,133
178961,12/06/2015,Italy,Premium Sticker Mart,Kaggle,1065
178962,12/06/2015,Italy,Premium Sticker Mart,Kaggle Tiers,899
178963,12/06/2015,Italy,Premium Sticker Mart,Kerneler,460
178964,12/06/2015,Italy,Premium Sticker Mart,Kerneler Dark Mode,585
178965,12/06/2015,Kenya,Discount Stickers,Holographic Goose,
178966,12/06/2015,Kenya,Discount Stickers,Kaggle,21
178967,12/06/2015,Kenya,Discount Stickers,Kaggle Tiers,16
178968,12/06/2015,Kenya,Discount Stickers,Kerneler,8
178969,12/06/2015,Kenya,Discount Stickers,Kerneler Dark Mode,10
178970,12/06/2015,Kenya,Stickers for Less,Holographic Goose,5
178971,12/06/2015,Kenya,Stickers for Less,Kaggle,43
178972,12/06/2015,Kenya,Stickers for Less,Kaggle Tiers,33
178973,12/06/2015,Kenya,Stickers for Less,Kerneler,18
178974,12/06/2015,Kenya,Stickers for Less,Kerneler Dark Mode,21
178975,12/06/2015,Kenya,Premium Sticker Mart,Holographic Goose,5
178976,12/06/2015,Kenya,Premium Sticker Mart,Kaggle,52
178977,12/06/2015,Kenya,Premium Sticker Mart,Kaggle Tiers,38
178978,12/06/2015,Kenya,Premium Sticker Mart,Kerneler,19
178979,12/06/2015,Kenya,Premium Sticker Mart,Kerneler Dark Mode,23
178980,12/06/2015,Norway,Discount Stickers,Holographic Goose,138
178981,12/06/2015,Norway,Discount Stickers,Kaggle,1246
178982,12/06/2015,Norway,Discount Stickers,Kaggle Tiers,1025
178983,12/06/2015,Norway,Discount Stickers,Kerneler,465
178984,12/06/2015,Norway,Discount Stickers,Kerneler Dark Mode,600
178985,12/06/2015,Norway,Stickers for Less,Holographic Goose,292
178986,12/06/2015,Norway,Stickers for Less,Kaggle,2369
178987,12/06/2015,Norway,Stickers for Less,Kaggle Tiers,1882
178988,12/06/2015,Norway,Stickers for Less,Kerneler,996
178989,12/06/2015,Norway,Stickers for Less,Kerneler Dark Mode,1365
178990,12/06/2015,Norway,Premium Sticker Mart,Holographic Goose,318
178991,12/06/2015,Norway,Premium Sticker Mart,Kaggle,2824
178992,12/06/2015,Norway,Premium Sticker Mart,Kaggle Tiers,2202
178993,12/06/2015,Norway,Premium Sticker Mart,Kerneler,1044
178994,12/06/2015,Norway,Premium Sticker Mart,Kerneler Dark Mode,1464
178995,12/06/2015,Singapore,Discount Stickers,Holographic Goose,102
178996,12/06/2015,Singapore,Discount Stickers,Kaggle,791
178997,12/06/2015,Singapore,Discount Stickers,Kaggle Tiers,702
178998,12/06/2015,Singapore,Discount Stickers,Kerneler,378
178999,12/06/2015,Singapore,Discount Stickers,Kerneler Dark Mode,509
179000,12/06/2015,Singapore,Stickers for Less,Holographic Goose,203
179001,12/06/2015,Singapore,Stickers for Less,Kaggle,1736
179002,12/06/2015,Singapore,Stickers for Less,Kaggle Tiers,1386
179003,12/06/2015,Singapore,Stickers for Less,Kerneler,742
179004,12/06/2015,Singapore,Stickers for Less,Kerneler Dark Mode,869
179005,12/06/2015,Singapore,Premium Sticker Mart,Holographic Goose,242
179006,12/06/2015,Singapore,Premium Sticker Mart,Kaggle,2006
179007,12/06/2015,Singapore,Premium Sticker Mart,Kaggle Tiers,1909
179008,12/06/2015,Singapore,Premium Sticker Mart,Kerneler,809
179009,12/06/2015,Singapore,Premium Sticker Mart,Kerneler Dark Mode,1115
179010,13/06/2015,Canada,Discount Stickers,Holographic Goose,
179011,13/06/2015,Canada,Discount Stickers,Kaggle,799
179012,13/06/2015,Canada,Discount Stickers,Kaggle Tiers,573
179013,13/06/2015,Canada,Discount Stickers,Kerneler,298
179014,13/06/2015,Canada,Discount Stickers,Kerneler Dark Mode,386
179015,13/06/2015,Canada,Stickers for Less,Holographic Goose,
179016,13/06/2015,Canada,Stickers for Less,Kaggle,1431
179017,13/06/2015,Canada,Stickers for Less,Kaggle Tiers,1173
179018,13/06/2015,Canada,Stickers for Less,Kerneler,626
179019,13/06/2015,Canada,Stickers for Less,Kerneler Dark Mode,777
179020,13/06/2015,Canada,Premium Sticker Mart,Holographic Goose,204
179021,13/06/2015,Canada,Premium Sticker Mart,Kaggle,1825
179022,13/06/2015,Canada,Premium Sticker Mart,Kaggle Tiers,1410
179023,13/06/2015,Canada,Premium Sticker Mart,Kerneler,663
179024,13/06/2015,Canada,Premium Sticker Mart,Kerneler Dark Mode,870
179025,13/06/2015,Finland,Discount Stickers,Holographic Goose,72
179026,13/06/2015,Finland,Discount Stickers,Kaggle,682
179027,13/06/2015,Finland,Discount Stickers,Kaggle Tiers,565
179028,13/06/2015,Finland,Discount Stickers,Kerneler,281
179029,13/06/2015,Finland,Discount Stickers,Kerneler Dark Mode,372
179030,13/06/2015,Finland,Stickers for Less,Holographic Goose,164
179031,13/06/2015,Finland,Stickers for Less,Kaggle,1324
179032,13/06/2015,Finland,Stickers for Less,Kaggle Tiers,1198
179033,13/06/2015,Finland,Stickers for Less,Kerneler,540
179034,13/06/2015,Finland,Stickers for Less,Kerneler Dark Mode,782
179035,13/06/2015,Finland,Premium Sticker Mart,Holographic Goose,219
179036,13/06/2015,Finland,Premium Sticker Mart,Kaggle,1691
179037,13/06/2015,Finland,Premium Sticker Mart,Kaggle Tiers,1344
179038,13/06/2015,Finland,Premium Sticker Mart,Kerneler,695
179039,13/06/2015,Finland,Premium Sticker Mart,Kerneler Dark Mode,926
179040,13/06/2015,Italy,Discount Stickers,Holographic Goose,61
179041,13/06/2015,Italy,Discount Stickers,Kaggle,468
179042,13/06/2015,Italy,Discount Stickers,Kaggle Tiers,402
179043,13/06/2015,Italy,Discount Stickers,Kerneler,219
179044,13/06/2015,Italy,Discount Stickers,Kerneler Dark Mode,272
179045,13/06/2015,Italy,Stickers for Less,Holographic Goose,109
179046,13/06/2015,Italy,Stickers for Less,Kaggle,949
179047,13/06/2015,Italy,Stickers for Less,Kaggle Tiers,819
179048,13/06/2015,Italy,Stickers for Less,Kerneler,426
179049,13/06/2015,Italy,Stickers for Less,Kerneler Dark Mode,553
179050,13/06/2015,Italy,Premium Sticker Mart,Holographic Goose,145
179051,13/06/2015,Italy,Premium Sticker Mart,Kaggle,1127
179052,13/06/2015,Italy,Premium Sticker Mart,Kaggle Tiers,969
179053,13/06/2015,Italy,Premium Sticker Mart,Kerneler,489
179054,13/06/2015,Italy,Premium Sticker Mart,Kerneler Dark Mode,628
179055,13/06/2015,Kenya,Discount Stickers,Holographic Goose,
179056,13/06/2015,Kenya,Discount Stickers,Kaggle,22
179057,13/06/2015,Kenya,Discount Stickers,Kaggle Tiers,16
179058,13/06/2015,Kenya,Discount Stickers,Kerneler,9
179059,13/06/2015,Kenya,Discount Stickers,Kerneler Dark Mode,12
179060,13/06/2015,Kenya,Stickers for Less,Holographic Goose,
179061,13/06/2015,Kenya,Stickers for Less,Kaggle,49
179062,13/06/2015,Kenya,Stickers for Less,Kaggle Tiers,37
179063,13/06/2015,Kenya,Stickers for Less,Kerneler,16
179064,13/06/2015,Kenya,Stickers for Less,Kerneler Dark Mode,23
179065,13/06/2015,Kenya,Premium Sticker Mart,Holographic Goose,6
179066,13/06/2015,Kenya,Premium Sticker Mart,Kaggle,50
179067,13/06/2015,Kenya,Premium Sticker Mart,Kaggle Tiers,42
179068,13/06/2015,Kenya,Premium Sticker Mart,Kerneler,21
179069,13/06/2015,Kenya,Premium Sticker Mart,Kerneler Dark Mode,30
179070,13/06/2015,Norway,Discount Stickers,Holographic Goose,147
179071,13/06/2015,Norway,Discount Stickers,Kaggle,1342
179072,13/06/2015,Norway,Discount Stickers,Kaggle Tiers,969
179073,13/06/2015,Norway,Discount Stickers,Kerneler,468
179074,13/06/2015,Norway,Discount Stickers,Kerneler Dark Mode,652
179075,13/06/2015,Norway,Stickers for Less,Holographic Goose,301
179076,13/06/2015,Norway,Stickers for Less,Kaggle,2487
179077,13/06/2015,Norway,Stickers for Less,Kaggle Tiers,2053
179078,13/06/2015,Norway,Stickers for Less,Kerneler,1052
179079,13/06/2015,Norway,Stickers for Less,Kerneler Dark Mode,1374
179080,13/06/2015,Norway,Premium Sticker Mart,Holographic Goose,352
179081,13/06/2015,Norway,Premium Sticker Mart,Kaggle,2781
179082,13/06/2015,Norway,Premium Sticker Mart,Kaggle Tiers,2183
179083,13/06/2015,Norway,Premium Sticker Mart,Kerneler,1153
179084,13/06/2015,Norway,Premium Sticker Mart,Kerneler Dark Mode,1519
179085,13/06/2015,Singapore,Discount Stickers,Holographic Goose,112
179086,13/06/2015,Singapore,Discount Stickers,Kaggle,1012
179087,13/06/2015,Singapore,Discount Stickers,Kaggle Tiers,744
179088,13/06/2015,Singapore,Discount Stickers,Kerneler,370
179089,13/06/2015,Singapore,Discount Stickers,Kerneler Dark Mode,483
179090,13/06/2015,Singapore,Stickers for Less,Holographic Goose,220
179091,13/06/2015,Singapore,Stickers for Less,Kaggle,1743
179092,13/06/2015,Singapore,Stickers for Less,Kaggle Tiers,1495
179093,13/06/2015,Singapore,Stickers for Less,Kerneler,832
179094,13/06/2015,Singapore,Stickers for Less,Kerneler Dark Mode,997
179095,13/06/2015,Singapore,Premium Sticker Mart,Holographic Goose,235
179096,13/06/2015,Singapore,Premium Sticker Mart,Kaggle,2051
179097,13/06/2015,Singapore,Premium Sticker Mart,Kaggle Tiers,1665
179098,13/06/2015,Singapore,Premium Sticker Mart,Kerneler,886
179099,13/06/2015,Singapore,Premium Sticker Mart,Kerneler Dark Mode,1191
179100,14/06/2015,Canada,Discount Stickers,Holographic Goose,
179101,14/06/2015,Canada,Discount Stickers,Kaggle,811
179102,14/06/2015,Canada,Discount Stickers,Kaggle Tiers,629
179103,14/06/2015,Canada,Discount Stickers,Kerneler,329
179104,14/06/2015,Canada,Discount Stickers,Kerneler Dark Mode,411
179105,14/06/2015,Canada,Stickers for Less,Holographic Goose,
179106,14/06/2015,Canada,Stickers for Less,Kaggle,1647
179107,14/06/2015,Canada,Stickers for Less,Kaggle Tiers,1234
179108,14/06/2015,Canada,Stickers for Less,Kerneler,637
179109,14/06/2015,Canada,Stickers for Less,Kerneler Dark Mode,836
179110,14/06/2015,Canada,Premium Sticker Mart,Holographic Goose,217
179111,14/06/2015,Canada,Premium Sticker Mart,Kaggle,1707
179112,14/06/2015,Canada,Premium Sticker Mart,Kaggle Tiers,1476
179113,14/06/2015,Canada,Premium Sticker Mart,Kerneler,714
179114,14/06/2015,Canada,Premium Sticker Mart,Kerneler Dark Mode,1062
179115,14/06/2015,Finland,Discount Stickers,Holographic Goose,89
179116,14/06/2015,Finland,Discount Stickers,Kaggle,773
179117,14/06/2015,Finland,Discount Stickers,Kaggle Tiers,664
179118,14/06/2015,Finland,Discount Stickers,Kerneler,320
179119,14/06/2015,Finland,Discount Stickers,Kerneler Dark Mode,420
179120,14/06/2015,Finland,Stickers for Less,Holographic Goose,182
179121,14/06/2015,Finland,Stickers for Less,Kaggle,1537
179122,14/06/2015,Finland,Stickers for Less,Kaggle Tiers,1320
179123,14/06/2015,Finland,Stickers for Less,Kerneler,640
179124,14/06/2015,Finland,Stickers for Less,Kerneler Dark Mode,807
179125,14/06/2015,Finland,Premium Sticker Mart,Holographic Goose,222
179126,14/06/2015,Finland,Premium Sticker Mart,Kaggle,1897
179127,14/06/2015,Finland,Premium Sticker Mart,Kaggle Tiers,1565
179128,14/06/2015,Finland,Premium Sticker Mart,Kerneler,693
179129,14/06/2015,Finland,Premium Sticker Mart,Kerneler Dark Mode,1063
179130,14/06/2015,Italy,Discount Stickers,Holographic Goose,69
179131,14/06/2015,Italy,Discount Stickers,Kaggle,532
179132,14/06/2015,Italy,Discount Stickers,Kaggle Tiers,472
179133,14/06/2015,Italy,Discount Stickers,Kerneler,238
179134,14/06/2015,Italy,Discount Stickers,Kerneler Dark Mode,287
179135,14/06/2015,Italy,Stickers for Less,Holographic Goose,141
179136,14/06/2015,Italy,Stickers for Less,Kaggle,1110
179137,14/06/2015,Italy,Stickers for Less,Kaggle Tiers,837
179138,14/06/2015,Italy,Stickers for Less,Kerneler,469
179139,14/06/2015,Italy,Stickers for Less,Kerneler Dark Mode,592
179140,14/06/2015,Italy,Premium Sticker Mart,Holographic Goose,155
179141,14/06/2015,Italy,Premium Sticker Mart,Kaggle,1274
179142,14/06/2015,Italy,Premium Sticker Mart,Kaggle Tiers,1101
179143,14/06/2015,Italy,Premium Sticker Mart,Kerneler,529
179144,14/06/2015,Italy,Premium Sticker Mart,Kerneler Dark Mode,711
179145,14/06/2015,Kenya,Discount Stickers,Holographic Goose,
179146,14/06/2015,Kenya,Discount Stickers,Kaggle,24
179147,14/06/2015,Kenya,Discount Stickers,Kaggle Tiers,18
179148,14/06/2015,Kenya,Discount Stickers,Kerneler,9
179149,14/06/2015,Kenya,Discount Stickers,Kerneler Dark Mode,12
179150,14/06/2015,Kenya,Stickers for Less,Holographic Goose,5
179151,14/06/2015,Kenya,Stickers for Less,Kaggle,47
179152,14/06/2015,Kenya,Stickers for Less,Kaggle Tiers,38
179153,14/06/2015,Kenya,Stickers for Less,Kerneler,21
179154,14/06/2015,Kenya,Stickers for Less,Kerneler Dark Mode,26
179155,14/06/2015,Kenya,Premium Sticker Mart,Holographic Goose,7
179156,14/06/2015,Kenya,Premium Sticker Mart,Kaggle,58
179157,14/06/2015,Kenya,Premium Sticker Mart,Kaggle Tiers,50
179158,14/06/2015,Kenya,Premium Sticker Mart,Kerneler,22
179159,14/06/2015,Kenya,Premium Sticker Mart,Kerneler Dark Mode,30
179160,14/06/2015,Norway,Discount Stickers,Holographic Goose,165
179161,14/06/2015,Norway,Discount Stickers,Kaggle,1433
179162,14/06/2015,Norway,Discount Stickers,Kaggle Tiers,998
179163,14/06/2015,Norway,Discount Stickers,Kerneler,501
179164,14/06/2015,Norway,Discount Stickers,Kerneler Dark Mode,742
179165,14/06/2015,Norway,Stickers for Less,Holographic Goose,311
179166,14/06/2015,Norway,Stickers for Less,Kaggle,2743
179167,14/06/2015,Norway,Stickers for Less,Kaggle Tiers,2053
179168,14/06/2015,Norway,Stickers for Less,Kerneler,1152
179169,14/06/2015,Norway,Stickers for Less,Kerneler Dark Mode,1503
179170,14/06/2015,Norway,Premium Sticker Mart,Holographic Goose,409
179171,14/06/2015,Norway,Premium Sticker Mart,Kaggle,3208
179172,14/06/2015,Norway,Premium Sticker Mart,Kaggle Tiers,2826
179173,14/06/2015,Norway,Premium Sticker Mart,Kerneler,1289
179174,14/06/2015,Norway,Premium Sticker Mart,Kerneler Dark Mode,1813
179175,14/06/2015,Singapore,Discount Stickers,Holographic Goose,124
179176,14/06/2015,Singapore,Discount Stickers,Kaggle,947
179177,14/06/2015,Singapore,Discount Stickers,Kaggle Tiers,847
179178,14/06/2015,Singapore,Discount Stickers,Kerneler,405
179179,14/06/2015,Singapore,Discount Stickers,Kerneler Dark Mode,541
179180,14/06/2015,Singapore,Stickers for Less,Holographic Goose,227
179181,14/06/2015,Singapore,Stickers for Less,Kaggle,1885
179182,14/06/2015,Singapore,Stickers for Less,Kaggle Tiers,1740
179183,14/06/2015,Singapore,Stickers for Less,Kerneler,827
179184,14/06/2015,Singapore,Stickers for Less,Kerneler Dark Mode,1186
179185,14/06/2015,Singapore,Premium Sticker Mart,Holographic Goose,289
179186,14/06/2015,Singapore,Premium Sticker Mart,Kaggle,2502
179187,14/06/2015,Singapore,Premium Sticker Mart,Kaggle Tiers,1700
179188,14/06/2015,Singapore,Premium Sticker Mart,Kerneler,1028
179189,14/06/2015,Singapore,Premium Sticker Mart,Kerneler Dark Mode,1276
179190,15/06/2015,Canada,Discount Stickers,Holographic Goose,
179191,15/06/2015,Canada,Discount Stickers,Kaggle,626
179192,15/06/2015,Canada,Discount Stickers,Kaggle Tiers,473
179193,15/06/2015,Canada,Discount Stickers,Kerneler,268
179194,15/06/2015,Canada,Discount Stickers,Kerneler Dark Mode,358
179195,15/06/2015,Canada,Stickers for Less,Holographic Goose,
179196,15/06/2015,Canada,Stickers for Less,Kaggle,1282
179197,15/06/2015,Canada,Stickers for Less,Kaggle Tiers,1110
179198,15/06/2015,Canada,Stickers for Less,Kerneler,547
179199,15/06/2015,Canada,Stickers for Less,Kerneler Dark Mode,704
179200,15/06/2015,Canada,Premium Sticker Mart,Holographic Goose,
179201,15/06/2015,Canada,Premium Sticker Mart,Kaggle,1484
179202,15/06/2015,Canada,Premium Sticker Mart,Kaggle Tiers,1216
179203,15/06/2015,Canada,Premium Sticker Mart,Kerneler,675
179204,15/06/2015,Canada,Premium Sticker Mart,Kerneler Dark Mode,861
179205,15/06/2015,Finland,Discount Stickers,Holographic Goose,66
179206,15/06/2015,Finland,Discount Stickers,Kaggle,590
179207,15/06/2015,Finland,Discount Stickers,Kaggle Tiers,439
179208,15/06/2015,Finland,Discount Stickers,Kerneler,240
179209,15/06/2015,Finland,Discount Stickers,Kerneler Dark Mode,311
179210,15/06/2015,Finland,Stickers for Less,Holographic Goose,154
179211,15/06/2015,Finland,Stickers for Less,Kaggle,1302
179212,15/06/2015,Finland,Stickers for Less,Kaggle Tiers,1003
179213,15/06/2015,Finland,Stickers for Less,Kerneler,604
179214,15/06/2015,Finland,Stickers for Less,Kerneler Dark Mode,661
179215,15/06/2015,Finland,Premium Sticker Mart,Holographic Goose,156
179216,15/06/2015,Finland,Premium Sticker Mart,Kaggle,1531
179217,15/06/2015,Finland,Premium Sticker Mart,Kaggle Tiers,1264
179218,15/06/2015,Finland,Premium Sticker Mart,Kerneler,660
179219,15/06/2015,Finland,Premium Sticker Mart,Kerneler Dark Mode,759
179220,15/06/2015,Italy,Discount Stickers,Holographic Goose,52
179221,15/06/2015,Italy,Discount Stickers,Kaggle,394
179222,15/06/2015,Italy,Discount Stickers,Kaggle Tiers,363
179223,15/06/2015,Italy,Discount Stickers,Kerneler,176
179224,15/06/2015,Italy,Discount Stickers,Kerneler Dark Mode,249
179225,15/06/2015,Italy,Stickers for Less,Holographic Goose,103
179226,15/06/2015,Italy,Stickers for Less,Kaggle,900
179227,15/06/2015,Italy,Stickers for Less,Kaggle Tiers,706
179228,15/06/2015,Italy,Stickers for Less,Kerneler,391
179229,15/06/2015,Italy,Stickers for Less,Kerneler Dark Mode,497
179230,15/06/2015,Italy,Premium Sticker Mart,Holographic Goose,135
179231,15/06/2015,Italy,Premium Sticker Mart,Kaggle,1111
179232,15/06/2015,Italy,Premium Sticker Mart,Kaggle Tiers,856
179233,15/06/2015,Italy,Premium Sticker Mart,Kerneler,457
179234,15/06/2015,Italy,Premium Sticker Mart,Kerneler Dark Mode,592
179235,15/06/2015,Kenya,Discount Stickers,Holographic Goose,
179236,15/06/2015,Kenya,Discount Stickers,Kaggle,20
179237,15/06/2015,Kenya,Discount Stickers,Kaggle Tiers,15
179238,15/06/2015,Kenya,Discount Stickers,Kerneler,7
179239,15/06/2015,Kenya,Discount Stickers,Kerneler Dark Mode,10
179240,15/06/2015,Kenya,Stickers for Less,Holographic Goose,
179241,15/06/2015,Kenya,Stickers for Less,Kaggle,40
179242,15/06/2015,Kenya,Stickers for Less,Kaggle Tiers,31
179243,15/06/2015,Kenya,Stickers for Less,Kerneler,15
179244,15/06/2015,Kenya,Stickers for Less,Kerneler Dark Mode,20
179245,15/06/2015,Kenya,Premium Sticker Mart,Holographic Goose,5
179246,15/06/2015,Kenya,Premium Sticker Mart,Kaggle,48
179247,15/06/2015,Kenya,Premium Sticker Mart,Kaggle Tiers,40
179248,15/06/2015,Kenya,Premium Sticker Mart,Kerneler,19
179249,15/06/2015,Kenya,Premium Sticker Mart,Kerneler Dark Mode,24
179250,15/06/2015,Norway,Discount Stickers,Holographic Goose,127
179251,15/06/2015,Norway,Discount Stickers,Kaggle,1097
179252,15/06/2015,Norway,Discount Stickers,Kaggle Tiers,858
179253,15/06/2015,Norway,Discount Stickers,Kerneler,436
179254,15/06/2015,Norway,Discount Stickers,Kerneler Dark Mode,592
179255,15/06/2015,Norway,Stickers for Less,Holographic Goose,278
179256,15/06/2015,Norway,Stickers for Less,Kaggle,2212
179257,15/06/2015,Norway,Stickers for Less,Kaggle Tiers,1809
179258,15/06/2015,Norway,Stickers for Less,Kerneler,885
179259,15/06/2015,Norway,Stickers for Less,Kerneler Dark Mode,1184
